75,0.001,86260.0
75,0.010,86240.0
75,0.100,86040.0
75,1.000,73940.0
75,2.000,62440.0
75,3.000,54720.0
75,5.000,46860.0
75,7.000,42720.0
75,9.000,38880.0
75,12.000,34980.0
75,15.000,34300.0
75,19.000,30800.0
75,22.000,30360.0
75,25.000,27560.0
75,30.000,30060.0
75,35.000,35360.0
75,50.000,49200.0
75,75.000,71960.0
75,100.000,94540.0
100,0.001,88240.0
100,0.010,88220.0
100,0.100,85020.0
100,1.000,74240.0
100,2.000,63980.0
100,3.000,57000.0
100,5.000,47060.0
100,7.000,40500.0
100,9.000,37020.0
100,12.000,33480.0
100,15.000,32820.0
100,19.000,29660.0
100,22.000,29240.0
100,25.000,28620.0
100,30.000,25940.0
100,35.000,25560.0
100,50.000,36560.0
100,75.000,53720.0
100,100.000,70720.0
125,0.001,88220.0
125,0.010,88200.0
125,0.100,85300.0
125,1.000,72880.0
125,2.000,63460.0
125,3.000,56920.0
125,5.000,45320.0
125,7.000,41600.0
125,9.000,36060.0
125,12.000,32780.0
125,15.000,31980.0
125,19.000,29140.0
125,22.000,28640.0
125,25.000,26220.0
125,30.000,25740.0
125,35.000,23180.0
125,50.000,28900.0
125,75.000,42780.0
125,100.000,56420.0
150,0.001,88900.0
150,0.010,88860.0
150,0.100,86240.0
150,1.000,74560.0
150,2.000,63540.0
150,3.000,55240.0
150,5.000,46540.0
150,7.000,40820.0
150,9.000,35600.0
150,12.000,32480.0
150,15.000,29640.0
150,19.000,28860.0
150,22.000,28860.0
150,25.000,28860.0
150,30.000,28860.0
150,35.000,28860.0
150,50.000,24060.0
150,75.000,35500.0
150,100.000,46900.0
175,0.001,87740.0
175,0.010,87720.0
175,0.100,87460.0
175,1.000,74360.0
175,2.000,63920.0
175,3.000,56140.0
175,5.000,45800.0
175,7.000,40320.0
175,9.000,35400.0
175,12.000,32360.0
175,15.000,29680.0
175,19.000,27060.0
175,22.000,26640.0
175,25.000,24460.0
175,30.000,24060.0
175,35.000,21880.0
175,50.000,21420.0
175,75.000,30280.0
175,100.000,40080.0
200,0.001,89180.0
200,0.010,89120.0
200,0.100,86860.0
200,1.000,74440.0
200,2.000,62480.0
200,3.000,55120.0
200,5.000,45300.0
200,7.000,40000.0
200,9.000,35380.0
200,12.000,30600.0
200,15.000,28020.0
200,19.000,27240.0
200,22.000,25140.0
200,25.000,24820.0
200,30.000,22660.0
200,35.000,22340.0
200,50.000,19980.0
200,75.000,26360.0
200,100.000,34980.0
225,0.001,88800.0
225,0.010,88780.0
225,0.100,86580.0
225,1.000,72780.0
225,2.000,63380.0
225,3.000,56280.0
225,5.000,45020.0
225,7.000,38200.0
225,9.000,35400.0
225,12.000,30900.0
225,15.000,28380.0
225,19.000,25960.0
225,22.000,25460.0
225,25.000,23580.0
225,30.000,23140.0
225,35.000,21200.0
225,50.000,18940.0
225,75.000,23340.0
225,100.000,31000.0
250,0.001,88660.0
250,0.010,88640.0
250,0.100,86540.0
250,1.000,73360.0
250,2.000,62460.0
250,3.000,55720.0
250,5.000,44880.0
250,7.000,38340.0
250,9.000,33960.0
250,12.000,29540.0
250,15.000,27140.0
250,19.000,24780.0
250,22.000,24400.0
250,25.000,23980.0
250,30.000,22100.0
250,35.000,21720.0
250,50.000,18040.0
250,75.000,20920.0
250,100.000,27840.0
275,0.001,88720.0
275,0.010,88700.0
275,0.100,86680.0
275,1.000,74040.0
275,2.000,63560.0
275,3.000,47400.0
275,5.000,44840.0
275,7.000,38520.0
275,9.000,34280.0
275,12.000,30020.0
275,15.000,27620.0
275,19.000,25300.0
275,22.000,23400.0
275,25.000,23080.0
275,30.000,21180.0
275,35.000,20880.0
275,50.000,18660.0
275,75.000,18780.0
275,100.000,25240.0
300,0.001,88940.0
300,0.010,88900.0
300,0.100,86960.0
300,1.000,73020.0
300,2.000,62960.0
300,3.000,54960.0
300,5.000,44900.0
300,7.000,38740.0
300,9.000,33020.0
300,12.000,28920.0
300,15.000,26660.0
300,19.000,24420.0
300,22.000,23800.0
300,25.000,22220.0
300,30.000,21760.0
300,35.000,20080.0
300,50.000,18000.0
300,75.000,17140.0
300,100.000,23060.0
325,0.001,89240.0
325,0.010,89180.0
325,0.100,87340.0
325,1.000,73900.0
325,2.000,64040.0
325,3.000,54760.0
325,5.000,45000.0
325,7.000,37460.0
325,9.000,33520.0
325,12.000,29480.0
325,15.000,25760.0
325,19.000,23600.0
325,22.000,23140.0
325,25.000,21440.0
325,30.000,21040.0
325,35.000,20560.0
325,50.000,17380.0
325,75.000,16020.0
325,100.000,21240.0
350,0.001,88020.0
350,0.010,88020.0
350,0.100,86180.0
350,1.000,73160.0
350,2.000,63720.0
350,3.000,56160.0
350,5.000,45140.0
350,7.000,37860.0
350,9.000,33920.0
350,12.000,28580.0
350,15.000,26380.0
350,19.000,24120.0
350,22.000,22460.0
350,25.000,22020.0
350,30.000,20360.0
350,35.000,20020.0
350,50.000,17960.0
350,75.000,15200.0
350,100.000,19660.0
375,0.001,88580.0
375,0.010,88560.0
375,0.100,86780.0
375,1.000,74160.0
375,2.000,63400.0
375,3.000,56080.0
375,5.000,45300.0
375,7.000,38240.0
375,9.000,33000.0
375,12.000,29140.0
375,15.000,25660.0
375,19.000,23540.0
375,22.000,21800.0
375,25.000,21440.0
375,30.000,19740.0
375,35.000,19440.0
375,50.000,17520.0
375,75.000,14580.0
375,100.000,18300.0
