0,1,34.90000,0.00000,0.27376,0.00000,0.27376,0.34656,0.02480,1.03122,0.99949,0.00615,0.01842,-0.02548,-0.03269,0.01610,0.29790,0.99545,-0.01728,0.00651,-0.09345,-0.89250,-0.08092,1.34213,-0.05546,-1.39713,1.37883,-1.50210,0.04607,0.00302,0.58537,0.94494,0.00326,-0.02738,-0.32607,-1.45492,0.00023,1.67203,0.00089,-1.46875,1.45020,-1.58293
-4639822335519318764,2,0.00000,0.00000,0.27376,0.00000,0.27376,0.34656,0.02480,1.03122,0.99949,0.00615,0.01842,-0.02548,-0.03269,0.01610,0.29790,0.99545,-0.01728,0.00651,-0.09345,-0.89250,-0.08092,1.34213,-0.05546,-1.39713,1.37883,-1.50210,0.04607,0.00302,0.58537,0.94494,0.00326,-0.02738,-0.32607,-1.45492,0.00023,1.67203,0.00089,-1.46875,1.45020,-1.58293
-4639821224743767452,3,0.00000,0.00000,0.27376,0.00000,0.27376,0.34655,0.02479,1.03122,0.99949,0.00616,0.01847,-0.02542,-0.03269,0.01628,0.30015,0.99536,-0.01707,0.00658,-0.09446,-0.90036,-0.07435,1.34028,-0.05338,-1.39485,1.37658,-1.49959,0.04606,0.00295,0.58550,0.94495,0.00327,-0.02739,-0.32606,-1.45488,0.00020,1.67203,0.00085,-1.46880,1.45026,-1.58297
-4639805616580396841,4,0.00000,0.00000,0.27139,0.00000,0.27139,0.34656,0.02479,1.03122,0.99949,0.00617,0.01844,-0.02540,-0.03267,0.01646,0.30104,0.99531,-0.01720,0.00664,-0.09494,-0.90377,-0.07153,1.33916,-0.05181,-1.39599,1.37774,-1.50062,0.04615,0.00307,0.58485,0.94471,0.00338,-0.02744,-0.32675,-1.45490,-0.00209,1.68156,-0.00687,-1.45578,1.43703,-1.56988
4598602533919057386,5,34.90000,0.00000,0.27219,-0.01609,0.27139,0.34655,0.02479,1.03122,0.99949,0.00618,0.01848,-0.02540,-0.03270,0.01644,0.30157,0.99530,-0.01703,0.00664,-0.09514,-0.90527,-0.07030,1.33888,-0.05153,-1.39407,1.37583,-1.49867,0.04610,0.00301,0.58531,0.94476,0.00333,-0.02742,-0.32660,-1.45506,-0.00127,1.67836,-0.00383,-1.46262,1.44394,-1.57668
-4639794127664280138,6,0.00000,0.00000,0.27025,0.00000,0.27025,0.34654,0.02479,1.03122,0.99949,0.00622,0.01854,-0.02533,-0.03270,0.01679,0.30484,0.99515,-0.01685,0.00677,-0.09666,-0.91670,-0.06080,1.33587,-0.04786,-1.39196,1.37378,-1.49622,0.04615,0.00304,0.58526,0.94451,0.00339,-0.02748,-0.32731,-1.45538,-0.00305,1.68609,-0.00922,-1.45495,1.43613,-1.56884
-4639783991015300505,7,0.00000,0.00000,0.26912,0.00000,0.26912,0.34654,0.02479,1.03121,0.99949,0.00623,0.01854,-0.02533,-0.03271,0.01694,0.30594,0.99510,-0.01685,0.00682,-0.09720,-0.92036,-0.05781,1.33468,-0.04619,-1.39149,1.37333,-1.49564,0.04617,0.00310,0.58538,0.94433,0.00339,-0.02752,-0.32784,-1.45589,-0.00397,1.69063,-0.01178,-1.45230,1.43339,-1.56602
-4639752639151781153,8,0.00000,0.00000,0.26616,0.00000,0.26616,0.34653,0.02479,1.03121,0.99949,0.00627,0.01859,-0.02530,-0.03272,0.01742,0.30930,0.99494,-0.01676,0.00697,-0.09879,-0.93158,-0.04856,1.33114,-0.04146,-1.39007,1.37197,-1.49390,0.04624,0.00322,0.58581,0.94382,0.00342,-0.02762,-0.32929,-1.45732,-0.00627,1.70231,-0.01793,-1.44373,1.42463,-1.55701
4601936400590981907,9,34.90000,0.00000,0.26612,-0.03589,0.26612,0.34653,0.02479,1.03121,0.99949,0.00627,0.01859,-0.02528,-0.03273,0.01741,0.30969,0.99493,-0.01671,0.00698,-0.09896,-0.93306,-0.04733,1.33091,-0.04128,-1.38947,1.37137,-1.49325,0.04623,0.00320,0.58570,0.94384,0.00344,-0.02762,-0.32923,-1.45715,-0.00638,1.70248,-0.01853,-1.44274,1.42363,-1.55606
-4639711106139506076,10,0.00000,0.00000,0.26201,0.00000,0.26201,0.34652,0.02479,1.03121,0.99949,0.00633,0.01864,-0.02524,-0.03275,0.01802,0.31424,0.99471,-0.01659,0.00718,-0.10112,-0.94836,-0.03473,1.32617,-0.03497,-1.38729,1.36928,-1.49063,0.04632,0.00336,0.58624,0.94314,0.00348,-0.02777,-0.33121,-1.45912,-0.00955,1.71867,-0.02735,-1.43103,1.41163,-1.54376
