bodyA,1,0.000,0.000,0.000
bodyA,1002,0.000,0.000,0.000
bodyA,1009,0.000,0.000,0.000
bodyA,101,0.000,0.000,0.000
bodyA,1015,0.000,0.000,0.000
bodyA,1022,0.000,0.000,0.000
bodyA,1029,0.000,0.000,0.000
bodyA,1035,0.000,0.000,0.000
bodyA,1042,0.000,0.000,0.000
bodyA,1049,0.000,0.000,0.000
bodyA,1055,0.000,0.000,0.000
bodyA,1062,0.000,0.000,0.000
bodyA,1069,0.000,0.000,0.000
bodyA,1075,0.000,0.000,0.000
bodyA,108,0.000,0.000,0.000
bodyA,1082,0.000,0.000,0.000
bodyA,1089,0.000,0.000,0.000
bodyA,1095,0.000,0.000,0.000
bodyA,1102,0.000,0.000,0.000
bodyA,1109,0.000,0.000,0.000
bodyA,1115,0.000,0.000,0.000
bodyA,1122,0.000,0.000,0.000
bodyA,1129,0.000,0.000,0.000
bodyA,1135,0.000,0.000,0.000
bodyA,1142,0.000,0.000,0.000
bodyA,1149,0.000,0.000,0.000
bodyA,115,0.000,0.000,0.000
bodyA,1155,0.000,0.000,0.000
bodyA,1162,0.000,0.000,0.000
bodyA,1169,0.000,0.000,0.000
bodyA,1175,0.000,0.000,0.000
bodyA,1182,0.000,0.000,0.000
bodyA,1189,0.000,0.000,0.000
bodyA,1196,0.000,0.000,0.000
bodyA,1202,0.000,0.000,0.000
bodyA,1209,0.000,0.000,0.000
bodyA,121,0.000,0.000,0.000
bodyA,1216,0.000,0.000,0.000
bodyA,1222,0.000,0.000,0.000
bodyA,1229,0.000,0.000,0.000
bodyA,1236,0.000,0.000,0.000
bodyA,1242,0.000,0.000,0.000
bodyA,1249,0.000,0.000,0.000
bodyA,1256,0.000,0.000,0.000
bodyA,1262,0.000,0.000,0.000
bodyA,1269,0.000,0.000,0.000
bodyA,1276,0.000,0.000,0.000
bodyA,128,0.000,0.000,0.000
bodyA,1282,0.000,0.000,0.000
bodyA,1289,0.000,0.000,0.000
bodyA,1296,0.000,0.000,0.000
bodyA,13,0.000,0.000,0.000
bodyA,1302,0.000,0.000,0.000
bodyA,1309,0.000,0.000,0.000
bodyA,1316,0.000,0.000,0.000
bodyA,1322,0.000,0.000,0.000
bodyA,1329,0.000,0.000,0.000
bodyA,1336,0.000,0.000,0.000
bodyA,1342,0.000,0.000,0.000
bodyA,1349,0.000,0.000,0.000
bodyA,135,0.000,0.000,0.000
bodyA,1356,0.000,0.000,0.000
bodyA,1362,0.000,0.000,0.000
bodyA,1369,0.000,0.000,0.000
bodyA,1376,0.000,0.000,0.000
bodyA,1382,0.000,0.000,0.000
bodyA,1389,0.000,0.000,0.000
bodyA,1396,0.000,0.000,0.000
bodyA,14,0.000,0.000,0.000
bodyA,1402,0.000,0.000,0.000
bodyA,1409,0.000,0.000,0.000
bodyA,141,0.000,0.000,0.000
bodyA,1416,0.000,0.000,0.000
bodyA,1422,0.000,0.000,0.000
bodyA,1429,0.000,0.000,0.000
bodyA,1436,0.000,0.000,0.000
bodyA,1442,0.000,0.000,0.000
bodyA,1449,0.000,0.000,0.000
bodyA,1456,0.000,0.000,0.000
bodyA,1462,0.000,0.000,0.000
bodyA,1469,0.000,0.000,0.000
bodyA,1476,0.000,0.000,0.000
bodyA,148,0.000,0.000,0.000
bodyA,1483,0.000,0.000,0.000
bodyA,1489,0.000,0.000,0.000
bodyA,1496,0.000,0.000,0.000
bodyA,1502,0.000,0.000,0.000
bodyA,1509,0.000,0.000,0.000
bodyA,1516,0.000,0.000,0.000
bodyA,1522,0.000,0.000,0.000
bodyA,1529,0.000,0.000,0.000
bodyA,1536,0.000,0.000,0.000
bodyA,1542,0.000,0.000,0.000
bodyA,1549,0.000,0.000,0.000
bodyA,155,0.000,0.000,0.000
bodyA,1556,0.000,0.000,0.000
bodyA,1562,0.000,0.000,0.000
bodyA,1571,0.000,0.000,0.000
bodyA,1579,0.000,0.000,0.000
bodyA,1588,0.000,0.000,0.000
bodyA,1594,0.000,0.000,0.000
bodyA,1601,0.000,0.000,0.000
bodyA,1608,0.000,0.000,0.000
bodyA,161,0.000,0.000,0.000
bodyA,1614,0.000,0.000,0.000
bodyA,1621,0.000,0.000,0.000
bodyA,1628,0.000,0.000,0.000
bodyA,1634,0.000,0.000,0.000
bodyA,1641,0.000,0.000,0.000
bodyA,1648,0.000,0.000,0.000
bodyA,1654,0.000,0.000,0.000
bodyA,1661,0.000,0.000,0.000
bodyA,1668,0.000,0.000,0.000
bodyA,1674,0.000,0.000,0.000
bodyA,168,0.000,0.000,0.000
bodyA,1681,0.000,0.000,0.000
bodyA,1688,0.000,0.000,0.000
bodyA,1694,0.000,0.000,0.000
bodyA,1701,0.000,0.000,0.000
bodyA,1708,0.000,0.000,0.000
bodyA,1714,0.000,0.000,
bodyA,175,0.000,0.000,0.000
bodyA,181,0.000,0.000,0.000
bodyA,188,0.000,0.000,0.000
bodyA,195,0.000,0.000,0.000
bodyA,201,0.000,0.000,0.000
bodyA,208,0.000,0.000,0.000
bodyA,215,0.000,0.000,0.000
bodyA,221,0.000,0.000,0.000
bodyA,228,0.000,0.000,0.000
bodyA,23,0.000,0.000,0.000
bodyA,235,0.000,0.000,0.000
bodyA,241,0.000,0.000,0.000
bodyA,248,0.000,0.000,0.000
bodyA,255,0.000,0.000,0.000
bodyA,261,0.000,0.000,0.000
bodyA,268,0.000,0.000,0.000
bodyA,275,0.000,0.000,0.000
bodyA,281,0.000,0.000,0.000
bodyA,288,0.000,0.000,0.000
bodyA,295,0.000,0.000,0.000
bodyA,301,0.000,0.000,0.000
bodyA,308,0.000,0.000,0.000
bodyA,31,0.000,0.000,0.000
bodyA,315,0.000,0.000,0.000
bodyA,321,0.000,0.000,0.000
bodyA,328,0.000,0.000,0.000
bodyA,335,0.000,0.000,0.000
bodyA,341,0.000,0.000,0.000
bodyA,348,0.000,0.000,0.000
bodyA,355,0.000,0.000,0.000
bodyA,361,0.000,0.000,0.000
bodyA,368,0.000,0.000,0.000
bodyA,375,0.000,0.000,0.000
bodyA,382,0.000,0.000,0.000
bodyA,388,0.000,0.000,0.000
bodyA,395,0.000,0.000,0.000
bodyA,40,0.000,0.000,0.000
bodyA,402,0.000,0.000,0.000
bodyA,408,0.000,0.000,0.000
bodyA,415,0.000,0.000,0.000
bodyA,422,0.000,0.000,0.000
bodyA,428,0.000,0.000,0.000
bodyA,435,0.000,0.000,0.000
bodyA,442,0.000,0.000,0.000
bodyA,448,0.000,0.000,0.000
bodyA,455,0.000,0.000,0.000
bodyA,462,0.000,0.000,0.000
bodyA,468,0.000,0.000,0.000
bodyA,475,0.000,0.000,0.000
bodyA,48,0.000,0.000,0.000
bodyA,482,0.000,0.000,0.000
bodyA,488,0.000,0.000,0.000
bodyA,495,0.000,0.000,0.000
bodyA,502,0.000,0.000,0.000
bodyA,508,0.000,0.000,0.000
bodyA,515,0.000,0.000,0.000
bodyA,522,0.000,0.000,0.000
bodyA,528,0.000,0.000,0.000
bodyA,535,0.000,0.000,0.000
bodyA,542,0.000,0.000,0.000
bodyA,548,0.000,0.000,0.000
bodyA,55,0.000,0.000,0.000
bodyA,555,0.000,0.000,0.000
